City,census_name,State,state_full,fips_code,Country,uuid,Year,Community Survey - Network,Community Survey - Awareness,Community Survey - Safety,Community Survey - Ridership,Community Score - Total,"Community Score - Total, Rounded",Community Survey - Responses,BNA - neighborhoods,BNA - opportunity_employment,BNA - opportunity_k12_education,BNA - opportunity_technical_vocational_college,BNA - opportunity_higher_education,BNA - opportunity,BNA - essential_services_doctors,BNA - essential_services_dentists,BNA - essential_services_hospitals,BNA - essential_services_pharmacies,BNA - essential_services_grocery,BNA - essential_services_social_services,BNA - essential_services,BNA - retail,BNA - recreation_parks,BNA - recreation_trails,BNA - recreation_community_centers,BNA - recreation,BNA - transit,BNA - overall_score,total_low_stress_miles,total_high_stress_miles,city_ratings_total,city_ratings_rounded,population,rank_country,pop_size,rank_country_size,rank_state_size,speed_limit,region,latitude,longitude
Chilliwack,,BC,British Columbia,,Canada,5e00da3a-e1e2-4b72-b3db-cb33d3d451d9,2021,43.92,48.6,44.6,72.8,52.46,52,85,41.5,,49.76,33.73,21.54,38.89,12.18,20.42,19.58,14.99,38.01,26.28,23.34,48.94,73.96,32.63,23.52,46.88,12.72,35,340.1,612.5,38.452,38,83788,26,medium,17,6,31,Canada,49.1579,-121.9515
Bowie,Bowie city,MD,Maryland,2408775,United States,5ddf78dc-b949-48a1-b202-ba517208f36d,2021,39.26,34.538,47.916,60.278,45.498,45,45,17.71,14.42,22.43,0,9.45,16.43,0.17,0,20.59,8.66,9.11,11.11,9.96,12.2,34.74,21.55,8.51,23.57,0,13.3,59.8,477.6,19.7396,20,58481,477,medium,212,8,30,Mid-Atlantic,38.9570718,-76.7411237
Christiansburg,Christiansburg town,VA,Virginia,5116608,United States,5d5a1565-1cbe-401e-8c46-309f63e8dc0d,2021,44.086,38.764,37.904,69.96,47.6785,48,31,32.08,26.48,15.61,0,0,21.05,10.07,0,2.9,47.38,35.25,0,18.99,31.96,33.81,48.65,0,40.74,0,27.91,246.9,74.8,31.8637,32,22163,218,small,94,8,25,South,37.1410829,-80.4013982
Victoria,,BC,British Columbia,,Canada,5d224df6-262a-41b2-adb0-530f1909e896,2021,61.86,65.4,44.6,76.4,62.06,62,78,17.35,,37.86,16.57,0,23.31,17.07,10.41,10.91,35.94,39.61,25.42,23.95,23.68,68.57,29.64,24.76,43.99,12.71,24,64.7,266.7,31.7,32,85792,41,medium,29,10,31,Canada,48.4284,-123.3656
Rockford,Rockford city,IL,Illinois,1765000,United States,5cba7fef-24ae-423b-aa68-06af3b4932e6,2021,42.396,45.386,42.752,79.274,52.452,52,194,6.59,4.62,13.03,19.05,6.25,9.33,10.21,4.86,3.46,3.56,5.91,5.4,5.86,2.89,13.43,19.38,0.93,12.39,3.15,6.79,90.3,1527.3,15.9224,16,147070,577,medium,257,11,30,Midwest,42.2592998,-89.0634783
Emmaus,Emmaus borough,PA,Pennsylvania,4223584,United States,5cb8d901-2e53-4bc1-8aa9-8606fac4a2cd,2021,44.078,45,45.724,82.018,54.205,54,38,68.57,62.2,60.47,0,0,61.34,68.36,77.67,0,34.27,0,66.76,34.88,0,76.99,0,0,41.06,0,50.98,86.4,16.4,51.625,52,11391,39,small,22,2,25,Mid-Atlantic,40.5351882,-75.4978825
Manchester,,ENG,England,,England,5cb366d7-0ac9-482b-bb43-0a5cf88b1bff,2021,39.81,41.6,46.4,77.6,51.35,51,130,39.06,,69.36,42.01,41.86,57.01,50.92,35.65,37.58,50.78,71.25,45.43,50.97,51.69,69.1,61.12,39.77,58.97,40.19,50.08,1634.2,369.9,50.334,50,546564,,large,,,,Europe,53.4808,-2.2426
Tukwila,,WA,Washington,5372625,United States,5c580d5c-610c-4c5d-b612-df03b6fdc055,2021,0,0,0,0,0,0,0,20.79,8.96,31.73,0,5.54,15.35,15.74,13.04,18.72,21.04,26.04,0,16.81,13.22,47.54,21.93,4.89,27.91,10.65,17.32,130.9,124.2,17.32,17,20196,537,small,237,4,25,Pacific,47.4762891,-122.2757401
Grand Rapids,Grand Rapids city,MI,Michigan,2634000,United States,5bbb44dc-ba56-4026-9873-c35fe705a14a,2021,57.212,60.54,42.542,81.286,60.395,60,119,25.45,13.58,44.51,1.77,17.34,23.98,9.76,15.75,12.25,16.14,20.32,12.84,14.6,11.84,52.4,24.02,1.77,29.81,0.14,17.8,1038.4,378.8,26.319,26,198401,337,medium,153,7,25,Midwest,42.961156,-85.6555701
Tampa,Tampa city,FL,Florida,1271000,United States,5b8d0f7e-ec80-4111-bf40-6731291c7089,2021,43.468,42.604,46.588,67.364,50.006,50,185,14.31,12.05,22.2,8.13,8.18,14.44,11.94,12.86,6.17,7.84,13.07,7.14,10.03,13.55,23.08,26.93,8.62,20.81,2.68,12.6,722.2,2721.6,20.0812,20,387916,472,large,54,2,30,South,27.9678756,-82.4745861
Mesa,Mesa city,AZ,Arizona,446000,United States,5b6f3138-85bd-42fd-81d2-111bd5fef695,2021,47.392,46.522,45.652,76.05,53.904,54,115,19.92,13.91,30.41,10.69,10.47,18.68,20.03,18.88,8.26,9.12,23.27,7.69,15.43,40.74,44.39,16.56,5.8,25,8.14,20.89,3000.4,792.8,27.4928,27,499720,308,large,39,3,25,Mountain,33.4020105,-111.7175378
Pittsford,Pittsford village,NY,New York,3658354,United States,5b553379-7ed4-4811-9fce-a00316c732ae,2021,46.552,43.706,41.81,74.64,51.677,52,29,11.17,10.52,15.44,6.68,6.75,11.1,10.83,7.78,0,0,0,0,5.35,0,26.08,16.93,0,21.81,0,8.24,3.3,15.8,16.9274,17,1716,548,small,244,8,30,Mid-Atlantic,43.0904921,-77.5165703
Plainview,,NY,New York,3658442,United States,5b1b5d30-6585-4860-93ad-d46dfacf6dfb,2021,0,0,0,0,0,0,0,5.43,5.56,11.71,0,0,8.64,3.48,0,2.33,1.62,7.27,5.21,3.92,15.09,30.53,5.66,3.94,15.18,0,7.87,19.2,215.8,7.87,8,26453,653,small,301,17,30,Mid-Atlantic,40.7817708,-73.4731175
Carmel,Carmel city,IN,Indiana,1810342,United States,5b0bfdc3-8c0e-4a16-b6d9-49b7ca9df345,2021,58.058,60.806,40.392,56.474,53.9325,54,242,55.19,46.03,54.32,0,0,50.18,42.92,42.04,29.06,42.98,33.9,60.58,40.46,55.93,75.42,90.06,68.2,78.74,0,54.83,1133.9,394.2,54.6505,55,97464,28,medium,7,1,30,Midwest,39.9654794,-86.1483688
Coeur D'Alene,Coeur D'Alene city,ID,Idaho,1616750,United States,5aeefc3f-34b3-4b48-86dc-829eea64dff1,2021,55.852,50.852,42.686,81.338,57.682,58,47,9.67,5.95,11.35,1.94,4.95,7.24,3.29,0,2.06,2.63,4.19,0,3.17,1.72,16.47,8.98,0,12.97,0,6.75,36,513.9,16.9364,17,50540,547,medium,242,3,35,Mountain,47.7034849,-116.7925296
Courtenay,,BC,British Columbia,,Canada,5ac59abf-6ec2-4d7e-8897-cb9fe40f983b,2021,0,0,0,0,0,0,0,37.52,,43.9,20.25,0,38.83,39.62,26.46,27.53,28.64,35.59,17.7,30.49,27.02,73.78,0,17.26,33.83,19.93,32,59,215.7,31.61,32,25599,42,small,3,2,31,Canada,49.6841,-124.9904
Brisbane,,QLD,Queensland,,Australia,5ac36812-50c3-43c6-8ee0-fa840987cd72,2021,48.46,54.2,44.8,83.4,57.66,58,38,18.1,,50.57,24.34,29.52,40.32,52.12,34.68,35.84,37.02,63.87,33.92,45.82,65.26,68.93,33.07,28.74,46.33,46.66,44,69.8,155.2,46.476,46,48918,6,small,3,1,31,Australia,-27.4705,153.026
Portland,Portland city,OR,Oregon,4159000,United States,5a45c9c2-fd76-467d-8064-fc0bb142f630,2021,68.1,62.656,46.398,78.33,63.871,64,314,54.6,42.58,67.15,53.29,36.75,51.08,56.41,55.7,33.37,44.32,63.44,61.88,53.1,57.16,72.11,52.37,44.05,58.19,34.2,51.46,3816.6,969.2,53.9422,54,645291,31,large,6,1,20,Pacific,45.5369506,-122.649971
Launceston,,TAS,Tasmania,,Australia,5a373b2f-0243-4781-8c0a-3f741c670de0,2021,36.36,44,44.4,71.4,49.09,49,55,28.67,,36.67,27.04,26.2,32.08,10.35,0,9.67,17.55,49.25,15.37,20.38,34.77,69.99,9.76,7.68,33.33,6.63,26,612.4,996.1,30.618,31,65274,28,medium,18,2,31,Australia,-41.4391,147.1358
Twin Falls,Twin Falls city,ID,Idaho,1682810,United States,596a1585-a065-42c0-9e0b-cea639ad8df2,2021,38.228,40,44.742,76.488,49.8645,50,63,10.83,5.06,12.48,6.45,0,8.48,4.5,0,13.5,2.86,12.84,0.31,7.94,10.05,12.58,0,0,12.58,0,9.77,33.9,507.1,17.7889,18,48951,523,small,233,3,35,Mountain,42.5641051,-114.4618271
Rutland,Rutland city,VT,Vermont,5061225,United States,58f8e5a2-c8dd-46ec-8997-794de0490c91,2021,45.988,37.376,44.676,74.306,50.5865,51,27,69.22,51.3,73.67,0,54.21,60.65,61.13,0,10.42,0,74.16,66.55,53.54,45.77,75.58,0,10.85,50.68,67.47,57.81,164.6,20.4,56.3653,56,15398,21,small,14,1,25,New England,43.6096702,-72.9777884
Brattleboro,Brattleboro town,VT,Vermont,5007900,United States,58a1e5ae-24c2-4719-a689-f863b6b0e7fd,2021,56.172,36.388,40.51,69.212,50.5705,51,27,78.59,70.51,78.03,0,0,74.27,0,0,60.96,82.48,71.12,0,69.49,2.99,81.73,4.89,0,45.87,5.66,48.72,69.6,26.4,49.0901,49,11524,46,small,26,3,25,New England,42.8509,-72.5579
Aventura,Aventura city,FL,Florida,1202681,United States,581c63a8-98f2-4510-b534-5d877eb57b5c,2021,42.858,21.428,51.116,64.286,44.922,45,28,9.24,7.23,2.91,5.25,0,4.07,0,2.95,1.29,14.04,22.19,0,7.5,15.92,11.48,0,0,11.48,0,9.19,29.4,69.3,16.3364,16,37303,562,small,252,13,30,South,25.9601506,-80.1331021
Providence,Providence city,RI,Rhode Island,4459000,United States,57cff7f0-c3da-45cd-a52d-cd92f6c42e56,2021,54.166,35.346,47.642,71.934,52.272,52,106,33.74,22.07,59.11,34.5,29.23,37.71,15.86,38.98,27.59,25.66,50.01,24.27,31.3,15.32,61.38,28.41,3.42,35.35,15.4,28.77,656.8,232.1,33.4704,33,179494,196,medium,85,1,25,New England,41.8230558,-71.4187841
Norfolk,Norfolk city,VA,Virginia,5157000,United States,57983b1e-7732-478e-8dc1-3256cecc6f60,2021,55.506,43.138,45.65,70.578,53.718,54,171,27.03,15.05,37.92,21.46,37.99,28.28,18.02,2.16,19.08,15.53,8.74,27.88,15.56,22.16,41.81,0,15.71,31.77,4.74,21.62,1297.9,497.8,28.0396,28,244601,293,medium,127,6,25,South,36.9230149,-76.2446413
Austin,Austin city,TX,Texas,4805000,United States,578c1427-d81f-4a9c-9292-0534fa40564b,2021,54.488,59.326,47.02,76.426,59.315,59,260,15.46,12.31,19.75,7.53,14.11,14.8,9.34,9.96,7.29,9.13,12.53,8.26,9.61,15.21,32.8,14.18,7.79,20.03,5.18,13.26,1144.6,5601.3,22.471,22,950807,414,large,48,1,30,South,30.300455,-97.7512415
Bellingham,Bellingham city,WA,Washington,5305280,United States,56a95a42-0191-4b5e-8ff5-80eae33afa7f,2021,65.8,71.688,40.91,83.09,65.372,65,77,49.25,35.17,54.45,26.02,0,42.46,14.2,21.71,9.24,25.04,53.24,49.08,30.04,48.31,71.07,53.7,16.48,51.34,13.83,38.91,668.7,163,44.2024,44,88764,72,medium,21,1,25,Pacific,48.7534421,-122.4701786
Green Bay,Green Bay city,WI,Wisconsin,5531000,United States,562b39e2-f29e-4752-b63b-698e7b33bce8,2021,52.906,49.942,42.806,76.066,55.43,55,86,54.18,42.22,65.18,36.04,28.92,46.98,36.31,30.8,34.16,28.98,54.37,19.4,36.57,43.17,72.84,17.36,32.68,43.38,1.44,38.04,839.6,231.3,41.518,42,104777,90,medium,32,4,25,Midwest,44.5215424,-87.9865684
Nashville,Nashville-Davidson metropolitan government (balance),TN,Tennessee,4752006,United States,560e5964-4fc9-469a-8e29-ac924b67c339,2021,43.734,53,46.75,66.484,52.492,52,125,15.51,11.39,13.26,4.15,14.84,12.01,1.91,3.63,8.58,5.33,12.57,7.62,7.28,7.77,20.53,9.73,3.81,12.57,2.01,9.54,542.4,6188.5,18.1304,18,663750,514,large,58,2,30,South,36.1718001,-86.7850016
South Windsor,South Windsor town,CT,Connecticut,971390,United States,555c9b8b-045b-4467-b36a-e4d073e9f53c,2021,45.68,39.012,38.888,69.212,48.198,48,27,30.74,20.01,27.1,0,0,20.61,0,2.04,0,0,14.4,19.5,8.41,14.89,25.98,0,22.05,15.9,0,15.03,306.4,96.5,21.6636,22,25898,437,small,192,7,25,New England,41.8380902,-72.5778358
Bellevue,Bellevue city,NE,Nebraska,3103950,United States,553274af-817d-4be2-a9af-b3f1133b1747,2021,31.944,26.28,44.56,59.722,40.6265,41,54,32.69,23.72,46.37,0,21.98,28.93,27.42,25,7.76,5.67,18.45,0,17.31,30.22,58.5,40.11,29.9,44.91,0,25.42,397.6,125.7,28.4613,28,53324,281,medium,120,2,25,Midwest,41.1549616,-95.9369225
Middlebury,Middlebury town,VT,Vermont,5044350,United States,551e7c8a-63ea-4f89-a9f9-f03a7f11532f,2021,59,43,46.5,75.916,56.104,56,25,50.16,35.51,46.11,69.9,0,44.45,22.78,15.98,22.24,21.89,42.41,41.83,29.67,47.67,52.82,0,0,52.82,0,44.03,140.9,23.1,46.4448,46,8661,59,small,36,4,25,New England,44.0153,-73.1673
Indianapolis,Indianapolis city,IN,Indiana,1836000,United States,54fa3308-ced3-4c23-b85d-97ff27ba1247,2021,49.456,55.594,47.18,72.554,56.196,56,184,10.63,7.9,10.21,3.49,8.46,8.38,4.05,3.29,6.95,4.29,7.59,5.74,5.72,5.8,13,9.56,3.04,9.31,5.02,7.43,907.8,7844,17.1832,17,864447,540,large,61,1,30,Midwest,39.7684,-86.1581
Logan,Logan city,UT,Utah,4945860,United States,54e29f7d-a4a0-43f0-a872-609c2b892070,2021,58.334,55.306,45.772,82.598,60.5025,61,68,31.72,23.2,36.87,1.1,41.47,29.43,0.62,0,4.3,32.01,19.4,1.5,10.29,0,51.64,28.3,11.87,33.53,15.13,23.53,279.8,112.8,30.9245,31,50863,234,medium,102,4,25,Mountain,41.7402562,-111.8417642
Gilbert,Gilbert town,AZ,Arizona,427400,United States,5452820d-4ab7-473e-9f92-db0ea42b81ae,2021,47.788,35.958,45.464,69.21,49.605,50,113,25.18,18.96,40.74,12.85,7.46,23.67,32.03,29.18,4.26,20.58,27.04,20.58,22.08,43.35,66.32,3.58,11.22,30.59,7.18,25.1,1873.8,354.6,30.001,30,243254,254,medium,108,4,25,Mountain,33.3103452,-111.7431213
St. Charles,St. Charles city,MO,Missouri,2964082,United States,540fbde7-5d1e-41bd-8dba-4e32bb5578d8,2021,39.682,48.77,44.146,74.702,51.825,52,63,28.76,18.54,26.83,0,39.84,26.5,10.89,0.76,22.1,7.37,9.7,24.47,13.51,2.49,27.78,29.92,28.07,28.6,0,19.98,536.4,172.5,26.349,26,70171,335,medium,152,5,25,Midwest,38.7957023,-90.5153643
Antwerp,,AN,Antwerp,,Belgium,5409b45a-3d9d-4d59-a3b0-390808793b99,2021,49.71,33,38,82,50.69,51,114,85.92,84.26,90.21,75.51,83.09,85.23,85.33,71.82,87.08,89.7,93.55,87.31,87.12,72.91,89.61,98.3,76.32,89.33,79.6,83.63,1837.8,412.6,77.042,77,564923,,large,,,,Europe,51.2194,4.4025
Knoxville,Knoxville city,TN,Tennessee,4740000,United States,53ff1c53-bd5f-4bdc-97b9-49ce1cec6d81,2021,51.6,67.196,47.538,77.968,61.0755,61,99,13.78,9.07,9.47,3.13,20.01,10.8,6.19,7.89,4.07,2.66,8.67,5.03,6.03,8.04,12.23,5.55,3.93,7.82,2.28,8.15,178.6,2462.8,18.7351,19,186173,504,medium,225,8,30,South,35.9706805,-83.9492703
Portland,Portland city,ME,Maine,2360545,United States,53af713c-6771-41e2-a9f2-9d4f4b48dfe5,2021,59.942,54.094,42.544,75.768,58.087,58,57,27.64,21.92,32.41,0,18.32,22.68,7.78,2.66,32.98,14.3,27.96,30.97,21.48,0,55.82,29.96,10.91,35.54,5.36,22.49,543.9,150.8,29.6094,30,66595,262,medium,112,1,25,New England,43.6331574,-70.1853051
Stillwater,Stillwater city,OK,Oklahoma,4070300,United States,5230a229-0f95-4645-8674-7ca7b437f84e,2021,47.5,55,45.208,70,54.427,54,30,32.92,32.81,34.03,33.35,42.15,35.16,30.06,27.8,45.02,28.23,20.83,16.12,28.24,47.37,49.37,18.81,0,35.11,1.54,30.22,389.3,150.1,35.0614,35,49952,174,small,77,1,25,South,36.1315469,-97.0736807
Steamboat Springs,Steamboat Springs city,CO,Colorado,873825,United States,5150bf90-998e-4f96-bfdd-67269548df04,2021,71.032,76.25,40.624,86.31,68.554,69,42,22.12,11.75,8.67,0,0,10.21,0.1,0,6.8,0.19,0.25,0,1.95,0.47,34.47,9.51,0,22.82,0,10.87,63.6,193.6,22.4068,22,12928,419,small,185,7,30,Mountain,40.4761838,-106.8233783
Maryville,,TN,Tennessee,4746380,United States,50ed963f-fc13-4f97-9c76-f31395e75885,2021,0,0,0,0,0,0,0,36.9,23.9,30.18,5.68,18.03,23.1,0,0,1.36,34.44,13.65,32.24,13.29,0.51,45.07,0,0,45.07,0,23.12,359.7,75.1,23.12,23,28974,407,small,179,1,25,South,35.7468964,-83.9785102
Greenlawn,Greenlawn CDP,NY,New York,3630543,United States,509e234c-08e3-4501-9290-10bff988f829,2021,44.252,27.672,44.828,63.362,45.0285,45,29,7.53,6.36,14.69,0,0,10.53,1.94,0,5.73,1.86,2.86,4.47,3.11,3.67,22.63,0,0,13.93,2.43,6.86,1.8,119.3,14.4937,14,14392,612,small,274,11,30,Mid-Atlantic,40.8640948,-73.3634273
Bangor,Bangor city,ME,Maine,2302795,United States,5054f31c-1ef2-4c55-9d9e-426d6335abdd,2021,44.852,34.264,43.934,73.406,49.114,49,34,47.14,33.54,51.73,36.17,37.62,40.99,29.82,29.95,41.94,35.11,21.08,26.41,30.09,10.22,64.3,71.97,0,50.91,6.44,31.42,310.8,127.6,34.9588,35,32095,175,small,78,3,25,New England,44.8296254,-68.7887668
Huntington Beach,Huntington Beach city,CA,California,636000,United States,503116c2-12c2-46e4-86c8-7f2a6107c0a7,2021,50.568,27.348,46.164,70.644,48.681,49,44,14.05,10.56,17.06,0.78,0,12.18,2.32,3.86,6.69,7.16,9.65,0,5.32,23.63,32.19,10.18,14.74,20.12,0,12.17,851.6,228.9,19.4722,19,200259,486,medium,217,32,25,Pacific,33.6905687,-118.00933
Newton,Newton city,MA,Massachusetts,2545560,United States,502c1318-7912-4c92-8f02-9d172fd40162,2021,52.288,33.514,43.628,79.044,52.1185,52,51,5.04,5.01,15.37,4.57,12.74,10.14,1.73,1.71,3.41,1.05,3.4,3.26,2.64,6.87,24.22,1.69,3.1,11.05,6.51,6.98,60.3,615.9,16.0077,16,88593,572,medium,254,3,30,New England,42.3317684,-71.2083997
Santa Maria,Santa Maria city,CA,California,669196,United States,4f8028d6-c391-48a2-9b78-2224a54f556a,2021,41.462,29.502,48.77,71.38,47.7785,48,122,40.74,32.48,48.52,15.93,0,37.43,45.15,88.3,2.09,36.44,52.25,0.59,35.07,41.51,56.07,24.8,33.08,39.38,12.2,34.57,462.8,137,37.2117,37,106224,150,medium,62,13,25,Pacific,34.9331078,-120.4435724
Corvallis,Corvallis city,OR,Oregon,4115800,United States,4e29ee25-96cd-4ff9-9d96-c15ab726ab21,2021,76.316,65.336,43.64,84.32,67.403,67,57,57.93,46.18,51.52,0.7,68.89,48.04,47.31,34.27,8.14,23.73,35.67,13.83,27.88,32.38,72.44,55.23,21.44,53.67,0.18,36.81,397,75,42.9286,43,58028,79,medium,26,1,25,Pacific,44.5699488,-123.2782855
Burlingame,Burlingame city,CA,California,609066,United States,4d5c0a7e-82df-4a26-91a6-6a3e9937483f,2021,62.122,36.186,48.296,74.054,55.1645,55,33,45.11,27.35,62.15,0,0,44.75,27.47,0.32,39.41,34.08,57.72,0,31.25,51.06,64.26,4.68,30.45,34.95,0.15,34.89,129.1,51.2,38.9449,39,30576,119,small,57,9,25,Pacific,37.5899515,-122.3633425
Ormond Beach,,FL,Florida,1253150,United States,4d225a19-b268-4bf9-8634-9cfce7fd410a,2021,0,0,0,0,0,0,0,15.69,12.81,10.76,9.48,0,11.5,1.73,7.16,3.46,8.31,15.35,4.1,7.04,9,13.11,0,0,13.11,0,11.03,26.9,549.5,11.03,11,42545,647,small,295,25,30,South,29.2956301,-81.1002105
Scranton,Scranton city,PA,Pennsylvania,4269000,United States,4d16bd75-4f86-4553-9ba0-a2905d381213,2021,44.118,40.588,47.058,65.686,49.3625,49,51,37.96,23.99,53.38,19.72,18.79,32.81,35.76,34.19,19.89,12.29,34.48,18.88,27.23,4.97,59.66,3.96,24.63,31.41,0.14,23.18,419.7,148.8,28.4165,28,77054,283,medium,122,4,25,Mid-Atlantic,41.4041782,-75.6659078
Winthrop,Winthrop town,WA,Washington,5379380,United States,4cd9ad22-65ad-45ce-9652-d8de4ff52cfe,2021,44.812,54.804,36.352,74.788,52.689,53,98,33.8,24.07,8.22,0,0,16.15,0,0,0,0,20.73,0,20.73,0,31.48,0,3.78,20.83,0,22.24,12.3,7.2,28.3298,28,386,286,small,124,3,25,Pacific,48.471657,-120.1790085
Vancouver,,BC,British Columbia,,Canada,4cc36b3d-c5f1-434e-a573-7f58ae9348f7,2021,66.6,72,42.4,80.6,65.44,65,128,27.61,,55.79,31.18,29.54,44.22,36.03,40.86,29.24,47.69,63.63,33.23,42.8,58.51,65.72,39.23,35.16,48.81,35.53,43,560.2,1548.7,47.464,47,631486,10,large,6,1,31,Canada,49.2827,-123.1207
Waxhaw,Waxhaw town,NC,North Carolina,3771460,United States,4c33d501-811f-4586-8daf-ca5e2dc6d906,2021,33.036,21.816,47.098,47.322,37.318,37,28,20.27,14.7,19.7,0,0,17.2,0,0,0,0,1.25,0,0.89,0.34,14.73,0,0,14.73,0,10.49,19.8,182.5,15.8556,16,15237,582,small,257,3,35,South,34.9374724,-80.7399678
Flower Mound,Flower Mound town,TX,Texas,4826232,United States,4c29c6d2-e66c-41a6-ad1b-9e5dd9150fde,2021,33.666,36.334,45.75,69.666,46.354,46,25,11.72,10.92,27.96,0,0,17.01,6.57,7.23,3.68,6.8,11,3.87,6.78,6.7,36.33,50,0,32.03,0,12.33,44.3,774.4,19.1348,19,76555,496,medium,221,2,30,South,33.0379025,-97.112865
Mount Barker,,SA,South Australia,,Australia,4b54ce91-7c21-42da-81c0-380bc2f1c45e,2021,38.81,29.8,44.2,69.4,45.55,46,35,53.02,,44.95,19.14,0,39.42,31.34,0,25.27,22.65,41.94,17.2,26.65,27.08,69.08,0,39.61,57.75,31.39,39,513.3,749.3,39.99,40,33397,12,small,7,3,31,Australia,-35.0732,138.8576
Downers Grove,Downers Grove village,IL,Illinois,1720591,United States,4b4962f5-a282-4823-a920-fd8639b0d4f9,2021,50.952,38.214,39.642,64.286,48.2735,48,35,7.25,6.75,10.35,0,9.71,7.93,7.27,1.62,7.95,2.26,6.75,0.43,5.18,23.79,26.27,0,2.85,11.22,0.79,9.08,43.8,389.2,16.9187,17,49470,549,small,245,8,30,Midwest,41.7950279,-88.0212423
Hilton Head Island,Hilton Head Island town,SC,South Carolina,4534045,United States,4b444632-af3f-402d-bbf5-a29e5844d6c8,2021,61.218,48.974,37.26,69.552,54.251,54,26,45.69,42.3,22.2,0,0,32.25,10.69,0,8.76,39.96,32.05,0,21.2,34.34,38.86,63.03,45.75,49.04,0,35.35,177.3,715.6,39.1302,39,40007,118,small,56,1,30,South,32.1912369,-80.7391752
Denver,Denver city,CO,Colorado,820000,United States,4b3d2561-fb32-42c7-b6b8-1fce935229a5,2021,60.432,59.256,47.106,77.814,61.152,61,393,39.66,25.13,58.26,13.55,18.35,34.21,23.53,29.07,26.52,24.59,48.41,42.05,33.79,36.59,66.62,36.4,26.11,45.92,23.62,35.47,3400.4,1311.9,40.6064,41,705576,100,large,13,1,25,Mountain,39.7618502,-104.8811054
St. Louis Park,St. Louis Park city,MN,Minnesota,2757220,United States,4a72795b-2c4e-4cb1-b08f-2a1be851f45b,2021,61.364,47.102,41.762,81.344,57.893,58,44,12.31,11.75,20.05,0,0,15.9,10.84,10.61,3.81,7.36,13.7,8.16,9.38,29.75,40.81,23.01,4.7,25.55,7.73,16.36,71,340.5,24.6666,25,48677,371,small,156,1,30,Midwest,44.9486807,-93.3650354
Riverview,,FL,Florida,1260950,United States,4936c8ea-2e8a-4d9c-94fe-cf6b60d1bf05,2021,0,0,0,0,0,0,0,21.98,23.05,22.55,10.86,35.22,24.09,10.9,20.63,24.6,18.87,23.46,0,19.9,11.98,30.15,0,10.86,22.73,0,20.35,78.5,803.8,20.35,20,95338,468,medium,208,6,30,South,27.8242746,-82.3044864
Morgan Hill,Morgan Hill city,CA,California,649278,United States,490cb70f-7bc9-46ae-b677-795860e9c34e,2021,51.904,47.976,45.178,77.798,55.714,56,35,28.65,16.41,34.16,4.53,0,22.69,6.26,16.7,0,3.66,17.04,10.46,11.4,3.19,62.62,32.58,2.51,37.08,10.6,18.75,281.3,81,26.1428,26,44686,340,small,143,25,25,Pacific,37.1324108,-121.6410146
Jasper,Jasper city,AL,Alabama,138416,United States,48fd047d-dd08-4dc5-86ee-99f5f86aad72,2021,29.292,36.01,44.318,76.894,46.6285,47,33,61.23,52.01,55.76,0,0,53.89,40.79,0,8.59,50.14,56.52,0,38.69,46.59,46.2,0,46.88,46.46,0,49.01,353.3,89.7,48.5337,49,13649,49,small,29,1,25,South,33.8560346,-87.2702683
Leesburg,Leesburg town,VA,Virginia,5144984,United States,480ca874-6fdd-4c18-a055-4f85f137c517,2021,46.666,43.334,42.916,77.5,52.604,53,30,36.03,32.21,46.38,0,31.08,37.47,36.59,6.46,37.81,34.57,33.35,41.67,33.57,45.39,69.83,15.33,13.33,36.63,20.72,35.02,281.8,89.1,38.5368,39,52994,125,medium,50,3,25,South,39.1062906,-77.5552437
Auburn,Auburn city,AL,Alabama,103076,United States,47ff91e5-f2c2-4d00-986c-e17466af6364,2021,45.704,46.822,42.774,69.532,51.208,51,64,49.33,45.49,41.82,42.29,53.13,45.41,30.76,25.58,0,41.59,44.37,39.87,37.43,34.09,55.97,0,19.25,41.85,39.07,41.22,673.7,127.8,43.2176,43,64054,77,medium,24,1,25,South,32.607722,-85.4895446
Greenwich,Greenwich town,CT,Connecticut,933620,United States,4718448f-9281-4a56-a18a-c644d88f63b5,2021,41.47,16.03,42.206,50.344,37.5125,38,85,19.52,15.1,33.52,0,0,24.31,0,0,16.56,0,0,38.13,12.9,0,42.66,0,0,42.66,0.8,16.89,73.6,50.2,21.0145,21,62587,452,medium,200,6,25,New England,41.0453658,-73.6340183
Alma,Alma city,MI,Michigan,2601540,United States,463f9526-d807-4a17-b756-b064804b86e4,2021,55,44.286,41.964,77.798,54.762,55,35,80.83,80.16,67.7,0,84.23,76.22,0,89.39,86.12,59.62,63.47,0,73.83,77.75,83.63,93.62,0,88.29,0,78.87,105,12.7,74.0484,74,8976,2,small,2,1,25,Midwest,43.3803357,-84.6544452
Richland,Richland city,WA,Washington,5358235,United States,45f741fe-5f6b-4b96-9b01-84eea166c687,2021,50.794,46.438,45.312,81.696,56.06,56,84,29.01,12.27,30,0,18.64,20.58,10.73,15.04,1.53,8.27,20.73,0,9.97,26.43,58.39,13.64,0,37.51,0,20.05,515.3,256,27.252,27,56399,315,medium,143,8,25,Pacific,46.2840859,-119.2940461
